Title,"Item Code","Zone Name","ISO Code",Year,Unit,Value,Note
"Energy savings from industry since 2000",savindcum,Slovakia,SK,2017,Mtoe,2.27,
"Energy savings from industry since 2000",savindcum,Slovakia,SK,2018,Mtoe,2.32,
"Energy savings from industry since 2000",savindcum,Slovakia,SK,2019,Mtoe,2.35,
"Energy savings from industry since 2000",savindcum,Slovakia,SK,2020,Mtoe,2.35,
"Energy savings from industry since 2000",savindcum,Slovakia,SK,2021,Mtoe,2.37,
"Energy savings from industry since 2000",savindcum,Slovakia,SK,2022,Mtoe,2.46,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2001,Mtoe,0.18,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2002,Mtoe,0.3,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2003,Mtoe,0.35,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2004,Mtoe,0.36,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2005,Mtoe,0.36,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2006,Mtoe,0.36,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2007,Mtoe,0.38,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2008,Mtoe,0.43,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2009,Mtoe,0.43,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2010,Mtoe,0.43,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2011,Mtoe,0.45,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2012,Mtoe,0.47,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2013,Mtoe,0.48,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2014,Mtoe,0.49,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2015,Mtoe,0.5,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2016,Mtoe,0.51,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2017,Mtoe,0.53,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2018,Mtoe,0.55,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2019,Mtoe,0.57,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2020,Mtoe,0.59,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2021,Mtoe,0.59,
"Energy savings from industry since 2000",savindcum,Slovenia,SI,2022,Mtoe,0.65,
"Energy savings from industry since 2000",savindcum,Spain,ES,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,Spain,ES,2001,Mtoe,0.6,
"Energy savings from industry since 2000",savindcum,Spain,ES,2002,Mtoe,1.02,
"Energy savings from industry since 2000",savindcum,Spain,ES,2003,Mtoe,1.04,
"Energy savings from industry since 2000",savindcum,Spain,ES,2004,Mtoe,1.08,
"Energy savings from industry since 2000",savindcum,Spain,ES,2005,Mtoe,1.63,
"Energy savings from industry since 2000",savindcum,Spain,ES,2006,Mtoe,4.49,
"Energy savings from industry since 2000",savindcum,Spain,ES,2007,Mtoe,4.6,
"Energy savings from industry since 2000",savindcum,Spain,ES,2008,Mtoe,4.64,
"Energy savings from industry since 2000",savindcum,Spain,ES,2009,Mtoe,5.9,
"Energy savings from industry since 2000",savindcum,Spain,ES,2010,Mtoe,6.53,
"Energy savings from industry since 2000",savindcum,Spain,ES,2011,Mtoe,6.84,
"Energy savings from industry since 2000",savindcum,Spain,ES,2012,Mtoe,6.84,
"Energy savings from industry since 2000",savindcum,Spain,ES,2013,Mtoe,6.85,
"Energy savings from industry since 2000",savindcum,Spain,ES,2014,Mtoe,6.87,
"Energy savings from industry since 2000",savindcum,Spain,ES,2015,Mtoe,6.89,
"Energy savings from industry since 2000",savindcum,Spain,ES,2016,Mtoe,6.89,
"Energy savings from industry since 2000",savindcum,Spain,ES,2017,Mtoe,6.99,
"Energy savings from industry since 2000",savindcum,Spain,ES,2018,Mtoe,7.08,
"Energy savings from industry since 2000",savindcum,Spain,ES,2019,Mtoe,7.3,
"Energy savings from industry since 2000",savindcum,Spain,ES,2020,Mtoe,7.35,
"Energy savings from industry since 2000",savindcum,Spain,ES,2021,Mtoe,7.36,
"Energy savings from industry since 2000",savindcum,Spain,ES,2022,Mtoe,8.45,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2000,Mtoe,0,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2001,Mtoe,0.77,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2002,Mtoe,1.05,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2003,Mtoe,1.19,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2004,Mtoe,1.46,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2005,Mtoe,1.62,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2006,Mtoe,1.84,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2007,Mtoe,2.05,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2008,Mtoe,2.1,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2009,Mtoe,2.17,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2010,Mtoe,2.18,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2011,Mtoe,2.34,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2012,Mtoe,2.39,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2013,Mtoe,2.44,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2014,Mtoe,2.46,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2015,Mtoe,2.46,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2016,Mtoe,2.5,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2017,Mtoe,2.53,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2018,Mtoe,2.55,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2019,Mtoe,2.67,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2020,Mtoe,2.9,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2021,Mtoe,2.94,
"Energy savings from industry since 2000",savindcum,Sweden,SE,2022,Mtoe,3.04,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2000,Mtoe,0,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2001,Mtoe,0.19,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2002,Mtoe,2.14,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2003,Mtoe,2.63,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2004,Mtoe,6.34,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2005,Mtoe,7.27,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2006,Mtoe,8.04,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2007,Mtoe,8.25,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2008,Mtoe,9.15,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2009,Mtoe,11.86,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2010,Mtoe,12.61,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2011,Mtoe,12.93,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2012,Mtoe,15.12,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2013,Mtoe,22.87,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2014,Mtoe,23.47,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2015,Mtoe,24.27,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2016,Mtoe,25.03,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2017,Mtoe,26.79,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2018,Mtoe,26.95,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2019,Mtoe,29.5,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2020,Mtoe,35.58,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2021,Mtoe,35.58,
"Energy savings from transport since 2000",savtracum,"European Union",EU,2022,Mtoe,37.48,
"Energy savings from transport since 2000",savtracum,Austria,AT,2000,Mtoe,0,
"Energy savings from transport since 2000",savtracum,Austria,AT,2001,Mtoe,0.03,
"Energy savings from transport since 2000",savtracum,Austria,AT,2002,Mtoe,0.06,
"Energy savings from transport since 2000",savtracum,Austria,AT,2003,Mtoe,0.07,
"Energy savings from transport since 2000",savtracum,Austria,AT,2004,Mtoe,0.09,
"Energy savings from transport since 2000",savtracum,Austria,AT,2005,Mtoe,0.11,
"Energy savings from transport since 2000",savtracum,Austria,AT,2006,Mtoe,0.21,
"Energy savings from transport since 2000",savtracum,Austria,AT,2007,Mtoe,0.31,
"Energy savings from transport since 2000",savtracum,Austria,AT,2008,Mtoe,0.46,
"Energy savings from transport since 2000",savtracum,Austria,AT,2009,Mtoe,0.49,
"Energy savings from transport since 2000",savtracum,Austria,AT,2010,Mtoe,0.49,
"Energy savings from transport since 2000",savtracum,Austria,AT,2011,Mtoe,0.51,
"Energy savings from transport since 2000",savtracum,Austria,AT,2012,Mtoe,0.54,
"Energy savings from transport since 2000",savtracum,Austria,AT,2013,Mtoe,0.55,
"Energy savings from transport since 2000",savtracum,Austria,AT,2014,Mtoe,0.57,
"Energy savings from transport since 2000",savtracum,Austria,AT,2015,Mtoe,0.61,
"Energy savings from transport since 2000",savtracum,Austria,AT,2016,Mtoe,0.62,
"Energy savings from transport since 2000",savtracum,Austria,AT,2017,Mtoe,0.68,
"Energy savings from transport since 2000",savtracum,Austria,AT,2018,Mtoe,0.7,
"Energy savings from transport since 2000",savtracum,Austria,AT,2019,Mtoe,0.7,
"Energy savings from transport since 2000",savtracum,Austria,AT,2020,Mtoe,0.72,
"Energy savings from transport since 2000",savtracum,Austria,AT,2021,Mtoe,0.74,
"Energy savings from transport since 2000",savtracum,Austria,AT,2022,Mtoe,0.85,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2000,Mtoe,0,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2001,Mtoe,0.07,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2002,Mtoe,0.19,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2003,Mtoe,0.21,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2004,Mtoe,0.22,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2005,Mtoe,0.25,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2006,Mtoe,0.34,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2007,Mtoe,0.34,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2008,Mtoe,0.36,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2009,Mtoe,0.36,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2010,Mtoe,0.36,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2011,Mtoe,0.38,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2012,Mtoe,0.41,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2013,Mtoe,0.42,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2014,Mtoe,0.43,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2015,Mtoe,0.44,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2016,Mtoe,0.45,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2017,Mtoe,0.46,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2018,Mtoe,0.46,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2019,Mtoe,0.46,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2020,Mtoe,0.74,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2021,Mtoe,0.74,
"Energy savings from transport since 2000",savtracum,Belgium,BE,2022,Mtoe,0.82,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2000,Mtoe,0,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2001,Mtoe,0.08,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2002,Mtoe,0.13,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2003,Mtoe,0.13,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2004,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2005,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2006,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2007,Mtoe,0.2,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2008,Mtoe,0.25,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2009,Mtoe,0.25,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2010,Mtoe,0.29,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2011,Mtoe,0.37,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2012,Mtoe,0.37,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2013,Mtoe,0.54,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2014,Mtoe,0.54,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2015,Mtoe,0.54,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2016,Mtoe,0.54,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2017,Mtoe,0.54,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2018,Mtoe,0.54,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2019,Mtoe,0.54,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2020,Mtoe,0.54,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2021,Mtoe,0.54,
"Energy savings from transport since 2000",savtracum,Bulgaria,BG,2022,Mtoe,0.54,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2000,Mtoe,0,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2001,Mtoe,0.06,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2002,Mtoe,0.07,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2003,Mtoe,0.08,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2004,Mtoe,0.09,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2005,Mtoe,0.09,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2006,Mtoe,0.1,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2007,Mtoe,0.1,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2008,Mtoe,0.1,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2009,Mtoe,0.1,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2010,Mtoe,0.11,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2011,Mtoe,0.11,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2012,Mtoe,0.12,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2013,Mtoe,0.12,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2014,Mtoe,0.14,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2015,Mtoe,0.14,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2016,Mtoe,0.14,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2017,Mtoe,0.14,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2018,Mtoe,0.14,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2019,Mtoe,0.14,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2020,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2021,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Croatia,HR,2022,Mtoe,0.16,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2000,Mtoe,0,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2001,Mtoe,0,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2002,Mtoe,0.01,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2003,Mtoe,0.02,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2004,Mtoe,0.02,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2005,Mtoe,0.02,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2006,Mtoe,0.02,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2007,Mtoe,0.02,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2008,Mtoe,0.02,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2009,Mtoe,0.02,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2010,Mtoe,0.02,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2011,Mtoe,0.02,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2012,Mtoe,0.02,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2013,Mtoe,0.02,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2014,Mtoe,0.02,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2015,Mtoe,0.03,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2016,Mtoe,0.03,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2017,Mtoe,0.03,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2018,Mtoe,0.06,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2019,Mtoe,0.08,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2020,Mtoe,0.08,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2021,Mtoe,0.08,
"Energy savings from transport since 2000",savtracum,Cyprus,CY,2022,Mtoe,0.09,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2000,Mtoe,0,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2001,Mtoe,0.02,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2002,Mtoe,0.1,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2003,Mtoe,0.1,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2004,Mtoe,0.11,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2005,Mtoe,0.13,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2006,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2007,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2008,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2009,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2010,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2011,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2012,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2013,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2014,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2015,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2016,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2017,Mtoe,0.15,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2018,Mtoe,0.24,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2019,Mtoe,0.27,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2020,Mtoe,0.27,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2021,Mtoe,0.27,
"Energy savings from transport since 2000",savtracum,Czechia,CZ,2022,Mtoe,0.29,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2000,Mtoe,0,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2001,Mtoe,0.01,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2002,Mtoe,0.03,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2003,Mtoe,0.03,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2004,Mtoe,0.06,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2005,Mtoe,0.08,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2006,Mtoe,0.09,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2007,Mtoe,0.12,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2008,Mtoe,0.16,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2009,Mtoe,0.22,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2010,Mtoe,0.23,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2011,Mtoe,0.23,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2012,Mtoe,0.26,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2013,Mtoe,0.29,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2014,Mtoe,0.33,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2015,Mtoe,0.36,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2016,Mtoe,0.47,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2017,Mtoe,0.49,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2018,Mtoe,0.49,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2019,Mtoe,0.56,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2020,Mtoe,0.61,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2021,Mtoe,0.62,
"Energy savings from transport since 2000",savtracum,Denmark,DK,2022,Mtoe,0.69,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2000,Mtoe,0,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2001,Mtoe,0.01,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2002,Mtoe,0.01,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2003,Mtoe,0.02,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2004,Mtoe,0.03,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2005,Mtoe,0.06,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2006,Mtoe,0.06,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2007,Mtoe,0.07,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2008,Mtoe,0.08,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2009,Mtoe,0.08,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2010,Mtoe,0.08,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2011,Mtoe,0.08,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2012,Mtoe,0.08,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2013,Mtoe,0.09,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2014,Mtoe,0.09,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2015,Mtoe,0.1,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2016,Mtoe,0.12,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2017,Mtoe,0.12,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2018,Mtoe,0.12,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2019,Mtoe,0.12,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2020,Mtoe,0.12,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2021,Mtoe,0.12,
"Energy savings from transport since 2000",savtracum,Estonia,EE,2022,Mtoe,0.13,
"Energy savings from transport since 2000",savtracum,Finland,FI,2000,Mtoe,0,
"Energy savings from transport since 2000",savtracum,Finland,FI,2001,Mtoe,0.03,
"Energy savings from transport since 2000",savtracum,Finland,FI,2002,Mtoe,0.04,
"Energy savings from transport since 2000",savtracum,Finland,FI,2003,Mtoe,0.05,
"Energy savings from transport since 2000",savtracum,Finland,FI,2004,Mtoe,0.07,
"Energy savings from transport since 2000",savtracum,Finland,FI,2005,Mtoe,0.08,
"Energy savings from transport since 2000",savtracum,Finland,FI,2006,Mtoe,0.1,
"Energy savings from transport since 2000",savtracum,Finland,FI,2007,Mtoe,0.12,
"Energy savings from transport since 2000",savtracum,Finland,FI,2008,Mtoe,0.16,
"Energy savings from transport since 2000",savtracum,Finland,FI,2009,Mtoe,0.19,
"Energy savings from transport since 2000",savtracum,Finland,FI,2010,Mtoe,0.21,
"Energy savings from transport since 2000",savtracum,Finland,FI,2011,Mtoe,0.29,
"Energy savings from transport since 2000",savtracum,Finland,FI,2012,Mtoe,0.32,
"Energy savings from transport since 2000",savtracum,Finland,FI,2013,Mtoe,0.33,
"Energy savings from transport since 2000",savtracum,Finland,FI,2014,Mtoe,0.36,
"Energy savings from transport since 2000",savtracum,Finland,FI,2015,Mtoe,0.39,
"Energy savings from transport since 2000",savtracum,Finland,FI,2016,Mtoe,0.41,
"Energy savings from transport since 2000",savtracum,Finland,FI,2017,Mtoe,0.45,
"Energy savings from transport since 2000",savtracum,Finland,FI,2018,Mtoe,0.47,
"Energy savings from transport since 2000",savtracum,Finland,FI,2019,Mtoe,0.51,
"Energy savings from transport since 2000",savtracum,Finland,FI,2020,Mtoe,0.6,
"Energy savings from transport since 2000",savtracum,Finland,FI,2021,Mtoe,0.62,
"Energy savings from transport since 2000",savtracum,Finland,FI,2022,Mtoe,0.75,
"Energy savings from transport since 2000",savtracum,France,FR,2000,Mtoe,0,
"Energy savings from transport since 2000",savtracum,France,FR,2001,Mtoe,0.44,
"Energy savings from transport since 2000",savtracum,France,FR,2002,Mtoe,0.55,
"Energy savings from transport since 2000",savtracum,France,FR,2003,Mtoe,0.91,
"Energy savings from transport since 2000",savtracum,France,FR,2004,Mtoe,1.24,
"Energy savings from transport since 2000",savtracum,France,FR,2005,Mtoe,1.38,
"Energy savings from transport since 2000",savtracum,France,FR,2006,Mtoe,1.67,
"Energy savings from transport since 2000",savtracum,France,FR,2007,Mtoe,1.87,
"Energy savings from transport since 2000",savtracum,France,FR,2008,Mtoe,1.88,
"Energy savings from transport since 2000",savtracum,France,FR,2009,Mtoe,1.9,
"Energy savings from transport since 2000",savtracum,France,FR,2010,Mtoe,1.93,
"Energy savings from transport since 2000",savtracum,France,FR,2011,Mtoe,2.03,
"Energy savings from transport since 2000",savtracum,France,FR,2012,Mtoe,3.7,
"Energy savings from transport since 2000",savtracum,France,FR,2013,Mtoe,4.28,
"Energy savings from transport since 2000",savtracum,France,FR,2014,Mtoe,4.41,
"Energy savings from transport since 2000",savtracum,France,FR,2015,Mtoe,4.52,
"Energy savings from transport since 2000",savtracum,France,FR,2016,Mtoe,4.97,
"Energy savings from transport since 2000",savtracum,France,FR,2017,Mtoe,5.13,
"Energy savings from transport since 2000",savtracum,France,FR,2018,Mtoe,5.55,
"Energy savings from transport since 2000",savtracum,France,FR,2019,Mtoe,5.86,
"Energy savings from transport since 2000",savtracum,France,FR,2020,Mtoe,6.23,
"Energy savings from transport since 2000",savtracum,France,FR,2021,Mtoe,6.63,
"Energy savings from transport since 2000",savtracum,France,FR,2022,Mtoe,7.06,
"Energy savings from transport since 2000",savtracum,Germany,DE,2000,Mtoe,0,
"Energy savings from transport since 2000",savtracum,Germany,DE,2001,Mtoe,0.61,
"Energy savings from transport since 2000",savtracum,Germany,DE,2002,Mtoe,1.42,
"Energy savings from transport since 2000",savtracum,Germany,DE,2003,Mtoe,3.59,
"Energy savings from transport since 2000",savtracum,Germany,DE,2004,Mtoe,3.98,
"Energy savings from transport since 2000",savtracum,Germany,DE,2005,Mtoe,5.03,
"Energy savings from transport since 2000",savtracum,Germany,DE,2006,Mtoe,5.46,
"Energy savings from transport since 2000",savtracum,Germany,DE,2007,Mtoe,6.3,
"Energy savings from transport since 2000",savtracum,Germany,DE,2008,Mtoe,7.42,
"Energy savings from transport since 2000",savtracum,Germany,DE,2009,Mtoe,7.56,
"Energy savings from transport since 2000",savtracum,Germany,DE,2010,Mtoe,7.83,
"Energy savings from transport since 2000",savtracum,Germany,DE,2011,Mtoe,8.06,
"Energy savings from transport since 2000",savtracum,Germany,DE,2012,Mtoe,8.47,
"Energy savings from transport since 2000",savtracum,Germany,DE,2013,Mtoe,8.48,
